# Constructed from biom file																							
#OTU ID	H-10	H-118	H-119	H-120	H-161	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	taxonomy
ALPHA-1_HvCF_E5_ms_1	60318	0	5766	0	0	0	0	0	0	31001	116021	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_HvCF_E5_ms_1
ALPHA-1_HvCF_E6_ms_1	58941	0	4341	0	0	0	0	0	0	34673	97469	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_HvCF_E6_ms_1
ALPHA-1_HvCF_E8_ms_1	51724	0	4866	0	0	0	0	0	0	34049	92368	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_HvCF_E8_ms_1
ALPHA-1_HvCF_F2_ms_2	86839	0	14468	0	0	0	0	0	12	45844	129450	10	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_HvCF_F2_ms_2
ALPHA-1_Inf008_s_1	70204	0	2654	0	0	0	0	0	0	42367	82464	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_Inf008_s_1
ALPHA-1_Inf058_s_2	49821	0	4170	0	0	0	0	0	0	43920	86539	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_Inf058_s_2
ALPHA-1_Inf107_s_1	61916	0	18295	0	0	0	0	0	66	55840	97706	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_Inf107_s_1
ALPHA-1_Inf117_s_1	42591	0	2999	0	0	0	0	0	0	28978	88265	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_Inf117_s_1
ALPHA-1_JQ995537.1_Uncultured_phage_crAssphage_complete_genome	119675	0	6418	0	0	0	0	0	0	111885	157667	15	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_JQ995537.1_Uncultured_phage_crAssphage_complete_genome
ALPHA-1_SRR073434_s_1	84462	0	14098	0	0	0	0	0	0	96964	290207	17	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_SRR073434_s_1
ALPHA-1_SRR073438_s_1	94489	0	4572	0	0	0	0	0	0	72162	111348	22	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_SRR073438_s_1
ALPHA-1_SRR073439_s_1	67538	0	4487	0	0	0	0	0	0	37527	82774	54	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_SRR073439_s_1
ALPHA-1_SRR4295172_ms_8	80116	0	28267	0	0	0	0	0	0	49015	196150	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_SRR4295172_ms_8
ALPHA-1_cf1_ms_1_1	63240	0	12992	0	0	0	0	0	0	33866	120063	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_cf1_ms_1_1
ALPHA-1_cs_ms_20_1	50497	0	5032	0	0	0	0	0	0	27320	99385	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_cs_ms_20_1
ALPHA-1_cs_ms_29_1	18292	0	61459	0	0	0	0	0	43	4883	21719	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_cs_ms_29_1
ALPHA-1_eld195-t0_s_2_1	59819	0	2539	0	0	0	0	0	6	25062	104302	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_eld195-t0_s_2_1
ALPHA-1_eld229-t3_s_2_1	54616	0	6007	0	0	0	0	0	0	25927	111305	25	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_eld229-t3_s_2_1
ALPHA-1_eld241-t0_s_2_1	61710	0	10757	0	0	0	0	0	51	43583	110768	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_eld241-t0_s_2_1
ALPHA-1_eld251-t3_s_1_1	51546	0	11885	0	0	0	0	0	1220	24582	110834	38	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_eld251-t3_s_1_1
ALPHA-1_eld314-t0_s_2_1	52277	0	3830	0	0	0	0	0	0	37625	99089	47	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_eld314-t0_s_2_1
ALPHA-1_err843915_ms_2_1	29802	0	2805	0	0	0	0	0	0	9287	57203	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843915_ms_2_1
ALPHA-1_err843917_ms_1_1	60666	0	2804	0	0	0	0	0	0	19126	103629	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843917_ms_1_1
ALPHA-1_err843920_ms_4_1	30035	0	2826	0	0	0	0	0	0	9697	53616	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843920_ms_4_1
ALPHA-1_err843922_ms_1_1	14189	0	105069	0	0	0	0	0	0	4672	28262	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843922_ms_1_1
ALPHA-1_err843936_ms_1_1	57774	0	10655	0	0	0	0	0	0	35178	102253	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843936_ms_1_1
ALPHA-1_err843966_ms_1_1	36890	0	7442	0	0	0	0	0	0	17818	74009	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__1;s__ALPHA-1_err843966_ms_1_1
BETA-6_ERR844029_ms_3	476	0	0	0	0	0	0	1137	0	0	53350	294	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844029_ms_3
BETA-6_ERR844030_ms_2	9395	0	0	0	0	0	0	26068	0	0	209209	1169	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_ERR844030_ms_2
BETA-6_Fferm_ms_11	481	0	0	0	0	0	0	214	407	0	0	0	0	0	0	0	1820	0	0	10332	0	0	f__BETA;g__6;s__BETA-6_Fferm_ms_11
BETA-6_eld298-t0_s_3_1	15174	509	0	0	0	0	0	14547	0	0	153059	2355	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_eld298-t0_s_3_1
DELTA-10_ERR844025_ms_1	7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	434	f__DELTA;g__10;s__DELTA-10_ERR844025_ms_1
GAMMA-2_ERR844036_ms_4	1681	0	0	145	0	0	0	0	0	0	53949	3667	0	0	0	0	0	0	0	0	2776	0	f__GAMMA;g__2;s__GAMMA-2_ERR844036_ms_4
GAMMA-2_HvCF_A12_ms_1	882	0	0	303	0	0	0	0	0	0	32843	5552	0	0	0	0	0	0	0	0	1463	0	f__GAMMA;g__2;s__GAMMA-2_HvCF_A12_ms_1
GAMMA-2_HvCF_B6_ms_3	2007	0	0	114	0	0	0	0	0	0	41468	2761	0	0	0	0	0	0	0	0	0	0	f__GAMMA;g__2;s__GAMMA-2_HvCF_B6_ms_3
GAMMA-2_HvCF_C7_ms_6	2249	0	0	2	0	0	0	0	0	0	43098	4689	0	0	0	0	0	0	0	0	2549	0	f__GAMMA;g__2;s__GAMMA-2_HvCF_C7_ms_6
GAMMA-2_SRR073436_s_1	2476	0	0	491	0	0	0	0	0	0	38856	12606	0	0	0	0	0	0	0	0	4281	0	f__GAMMA;g__2;s__GAMMA-2_SRR073436_s_1
GAMMA-2_cs_ms_24_1	3314	0	0	0	0	0	0	0	0	0	90774	9099	0	0	0	0	0	0	0	0	771	0	f__GAMMA;g__2;s__GAMMA-2_cs_ms_24_1
NO-DEFINIDO_Mexican_CrAssphage	149732	0	13002	0	0	0	0	0	0	163017	4839190	42	0	0	0	0	0	0	0	0	0	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_Mexican_CrAssphage
NO-DEFINIDO_YUTIN_CDZK01015469	9826	0	0	161	0	0	0	0	0	0	223873	17169	0	0	0	0	0	0	0	0	3903	0	f__NO-DEFINIDO;g__NO-DEFINIDO;s__NO-DEFINIDO_YUTIN_CDZK01015469
DELTA-10_err843949_ms_1_1	508	118	0	0	0	0	0	0	0	0	8721	610	0	0	0	438	0	0	0	0	1656	1665	f__DELTA;g__10;s__DELTA-10_err843949_ms_1_1
GAMMA-2_ERR844076_ms_1	2912	0	0	0	0	0	0	0	0	0	85927	9481	0	0	0	0	0	0	0	0	2957	0	f__GAMMA;g__2;s__GAMMA-2_ERR844076_ms_1
GAMMA-2_HvCF_C1_ms_5	1381	0	0	694	0	0	0	0	0	0	31476	4600	0	0	0	0	0	0	0	0	2302	0	f__GAMMA;g__2;s__GAMMA-2_HvCF_C1_ms_5
GAMMA-2_SRR4295173_ms_22	1246	0	0	10	0	0	0	0	0	0	57215	4921	0	0	0	0	0	0	0	0	842	0	f__GAMMA;g__2;s__GAMMA-2_SRR4295173_ms_22
GAMMA-2_Sib1_ms_4	1287	0	0	818	0	0	0	0	0	0	36110	3490	0	0	0	0	0	0	0	0	422	0	f__GAMMA;g__2;s__GAMMA-2_Sib1_ms_4
GAMMA-2_cs_ms_21_1	114	0	0	0	0	0	0	0	0	0	1307	0	0	0	0	0	0	0	0	0	0	0	f__GAMMA;g__2;s__GAMMA-2_cs_ms_21_1
BETA-6_cs_ms_27_1	500	0	0	0	0	0	0	6808	0	0	101652	944	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_cs_ms_27_1
BETA-6_HvCF_E3_ms_3	538	0	0	0	0	0	0	670	0	0	29908	0	0	0	0	0	0	0	0	0	0	0	f__BETA;g__6;s__BETA-6_HvCF_E3_ms_3
DELTA-10_ERR843977_ms_1	0	214	562	0	0	0	10216	113	0	0	0	573	1328	6582	0	0	0	0	0	10322	0	0	f__DELTA;g__10;s__DELTA-10_ERR843977_ms_1
DELTA-10_ERR844043_ms_3	0	1328	818	0	0	0	10173	0	0	0	0	1929	7056	6675	0	0	0	0	219	9327	0	0	f__DELTA;g__10;s__DELTA-10_ERR844043_ms_3
DELTA-10_ERR844068_ms_1	0	499	88	0	0	0	772	0	0	0	0	0	364	0	0	0	0	0	0	1797	0	0	f__DELTA;g__10;s__DELTA-10_ERR844068_ms_1
DELTA-7_ERR843978_ms_1	0	107706	0	82	0	7772	1867	158916	432	1352	434702	162	0	0	0	0	0	0	0	3203	20564	0	f__DELTA;g__7;s__DELTA-7_ERR843978_ms_1
DELTA-7_ERR843993_ms_1	0	735	0	0	0	311401	0	0	0	0	794	0	0	0	0	4086	0	0	0	4215	0	0	f__DELTA;g__7;s__DELTA-7_ERR843993_ms_1
DELTA-7_ERR844002_ms_1	0	64447	0	0	0	0	0	523	0	0	399	751918	0	0	0	0	0	0	0	0	905395	0	f__DELTA;g__7;s__DELTA-7_ERR844002_ms_1
DELTA-7_ERR844016_ms_1	0	396103	0	170	120	7974	0	334388	848	42503	2382842	452	0	0	0	0	0	0	0	3194	51104	0	f__DELTA;g__7;s__DELTA-7_ERR844016_ms_1
DELTA-7_ERR844029_ms_1	0	288190	0	0	0	6566	2977	234955	0	8116	763481	132	0	0	0	0	0	0	0	6058	58623	0	f__DELTA;g__7;s__DELTA-7_ERR844029_ms_1
DELTA-7_ERR844029_ms_2	0	84361	0	0	0	0	1546	2062	294	0	161	905109	0	0	0	0	0	0	0	0	898448	0	f__DELTA;g__7;s__DELTA-7_ERR844029_ms_2
DELTA-7_ERR844046_ms_1	0	141237	0	0	0	10619	1863	343371	580	2976	1169222	1042	0	0	0	143	0	0	0	841	31023	0	f__DELTA;g__7;s__DELTA-7_ERR844046_ms_1
DELTA-7_ERR844047_ms_3	0	23114	0	0	0	0	0	328	0	0	414	415390	0	0	0	0	0	0	0	0	434595	0	f__DELTA;g__7;s__DELTA-7_ERR844047_ms_3
DELTA-7_ERR844054_ms_1	0	136335	0	0	132	12738	4510	486452	976	2429	476598	0	0	0	0	147	0	0	0	8489	69928	0	f__DELTA;g__7;s__DELTA-7_ERR844054_ms_1
DELTA-7_ERR844059_ms_1	0	179832	0	0	0	741	369	4369	197	0	491	12452	0	0	0	0	0	0	0	0	9753	0	f__DELTA;g__7;s__DELTA-7_ERR844059_ms_1
DELTA-7_ERR844061_ms_3	0	169383	0	1	0	21907	5729	396856	1915	4706	649954	0	0	0	0	0	0	0	0	2999	73895	0	f__DELTA;g__7;s__DELTA-7_ERR844061_ms_3
DELTA-7_ERR844077_ms_2	0	7400	0	0	0	0	722	836	1280	0	236	0	0	0	0	0	0	262	0	0	0	0	f__DELTA;g__7;s__DELTA-7_ERR844077_ms_2
DELTA-7_HvCF_A10_ms_8	0	68851	0	0	0	0	0	429	2951	0	317	699272	0	0	0	0	0	0	0	0	750975	0	f__DELTA;g__7;s__DELTA-7_HvCF_A10_ms_8
DELTA-7_HvCF_C12_ms_7	0	5181	0	0	0	0	0	8852	0	0	42	625	0	0	0	0	0	12856	0	0	1003	0	f__DELTA;g__7;s__DELTA-7_HvCF_C12_ms_7
DELTA-7_HvCF_C7_ms_5	0	1242	510	188	0	0	742	3517	799	0	53	0	0	0	0	0	0	0	0	0	0	0	f__DELTA;g__7;s__DELTA-7_HvCF_C7_ms_5
DELTA-7_HvCF_D4_ms_4	0	77063	0	0	0	32960	0	765416	0	1169	649199	74	0	0	0	0	0	0	0	4229	90268	0	f__DELTA;g__7;s__DELTA-7_HvCF_D4_ms_4
DELTA-7_Inf125_s_2	0	59544	0	0	0	44050	3156	1376580	1078	983	163818	160	0	0	0	156	6098	0	0	7972	183672	0	f__DELTA;g__7;s__DELTA-7_Inf125_s_2
DELTA-7_SRR073435_s_1	0	2209773	0	0	0	0	762	2289	424	0	92	47321	0	0	0	0	0	0	0	0	53560	0	f__DELTA;g__7;s__DELTA-7_SRR073435_s_1
DELTA-7_SRR073438_s_2	0	195124	0	0	0	177	0	428	0	0	370	301929	0	0	0	0	0	0	0	0	401752	0	f__DELTA;g__7;s__DELTA-7_SRR073438_s_2
DELTA-7_SRR4295172_ms_4	0	1804	0	2626	0	261	364	29	716	0	0	5231	0	0	0	685	0	0	36984	0	0	0	f__DELTA;g__7;s__DELTA-7_SRR4295172_ms_4
DELTA-7_SRX020504_s_3	0	1396240	0	0	0	0	731	1726	928	0	1670	17479	0	0	0	0	0	0	0	0	21079	0	f__DELTA;g__7;s__DELTA-7_SRX020504_s_3
DELTA-7_Sib2_ms_1	0	85089	0	0	0	0	0	403	2896	0	52	580542	0	0	0	0	0	0	0	0	740260	0	f__DELTA;g__7;s__DELTA-7_Sib2_ms_1
DELTA-7_cs_ms_17_1	0	49012	0	0	0	36186	5940	1258688	342	0	257739	30	0	0	0	0	0	136	0	4248	161366	0	f__DELTA;g__7;s__DELTA-7_cs_ms_17_1
DELTA-7_eld195-t0_s_1_1	0	75121	0	0	0	0	0	356	682	0	558	678073	0	0	0	0	0	0	0	0	758538	0	f__DELTA;g__7;s__DELTA-7_eld195-t0_s_1_1
DELTA-7_eld235-t6_s_1_1	0	49567	0	0	0	52598	3762	1334456	2569	0	184100	0	0	0	0	0	0	0	0	11319	167176	0	f__DELTA;g__7;s__DELTA-7_eld235-t6_s_1_1
DELTA-7_eld251-t3_s_2_1	0	416509	0	0	0	0	0	1111	210	0	0	19034	0	0	0	0	0	0	0	0	16558	0	f__DELTA;g__7;s__DELTA-7_eld251-t3_s_2_1
DELTA-7_eld298-t0_s_4_1	0	182982	0	89	0	19291	4980	371002	1536	6356	610584	0	0	0	0	0	0	0	0	4823	71823	0	f__DELTA;g__7;s__DELTA-7_eld298-t0_s_4_1
DELTA-7_err843926_ms_1_1	0	192811	0	0	0	659	372	3713	429	0	694	13351	0	0	0	0	0	0	0	0	11432	0	f__DELTA;g__7;s__DELTA-7_err843926_ms_1_1
DELTA-7_HvCF_E4_ms_4	0	227	0	0	0	92	1850	126	400	0	0	7963	0	0	0	610	0	565	7100	0	0	0	f__DELTA;g__7;s__DELTA-7_HvCF_E4_ms_4
DELTA-7_cs_ms_23_1	0	628	0	0	0	518516	0	237	0	0	0	0	0	0	0	3872	0	0	0	13628	0	0	f__DELTA;g__7;s__DELTA-7_cs_ms_23_1
ALPHA-4_ERR844016_ms_2	0	334	0	59495	0	22423	237	2437	0	0	0	1786	0	269	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844016_ms_2
DELTA-7_ERR844016_ms_3	0	667	0	0	0	581033	0	0	0	0	0	0	0	0	0	3410	0	0	0	12194	0	0	f__DELTA;g__7;s__DELTA-7_ERR844016_ms_3
ALPHA-4_ERR844065_ms_4	0	210	0	1563	0	748	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f__ALPHA;g__4;s__ALPHA-4_ERR844065_ms_4
DELTA-7_ERR844002_ms_3	0	1380	0	0	0	494840	0	0	0	0	0	0	0	0	0	2776	0	0	0	6668	0	0	f__DELTA;g__7;s__DELTA-7_ERR844002_ms_3
DELTA-10_ERR844002_ms_2	0	0	3924	0	0	0	13561	0	0	0	0	2141	1366	14876	0	0	0	0	717	14776	0	0	f__DELTA;g__10;s__DELTA-10_ERR844002_ms_2
DELTA-10_ERR844018_ms_4	0	0	2808	0	0	0	11244	0	0	0	0	2349	2004	1941	0	0	0	0	463	49120	0	0	f__DELTA;g__10;s__DELTA-10_ERR844018_ms_4
DELTA-10_ERR844030_ms_1	0	0	2075	0	0	0	15947	0	0	0	0	3247	3746	10113	0	0	0	0	445	21909	0	0	f__DELTA;g__10;s__DELTA-10_ERR844030_ms_1
DELTA-10_ERR844035_ms_1	0	0	1232	0	0	0	13407	0	0	0	262	3049	7930	13689	0	0	0	0	416	12582	0	0	f__DELTA;g__10;s__DELTA-10_ERR844035_ms_1
DELTA-10_HvCF_A4_ms_1	0	0	841	0	0	0	11204	242	0	0	0	5235	2219	9271	0	0	0	0	695	11864	0	0	f__DELTA;g__10;s__DELTA-10_HvCF_A4_ms_1
DELTA-10_HvCF_B2_ms_1	0	0	409	0	0	0	3963	0	0	0	0	1692	1235	3589	0	0	0	0	45	8190	0	0	f__DELTA;g__10;s__DELTA-10_HvCF_B2_ms_1
DELTA-10_HvCF_C2_ms_6	0	0	569	0	0	0	2	0	0	0	0	0	0	250	0	0	0	0	78	4216	0	0	f__DELTA;g__10;s__DELTA-10_HvCF_C2_ms_6
DELTA-10_ERR844047_ms_2	0	0	1103	0	0	0	21652	0	0	0	0	3828	4843	6847	0	0	0	0	462	26229	0	0	f__DELTA;g__10;s__DELTA-10_ERR844047_ms_2
DELTA-10_ERR844072_ms_1	0	0	517	0	0	0	13516	0	0	0	0	2478	3199	7051	0	0	0	0	275	17073	0	0	f__DELTA;g__10;s__DELTA-10_ERR844072_ms_1
DELTA-10_ERR844071_ms_2	0	0	947	0	0	0	5180	0	0	0	0	719	1028	2789	0	0	0	0	100	5118	0	0	f__DELTA;g__10;s__DELTA-10_ERR844071_ms_2
DELTA-10_SRR073438_s_6	0	0	1181	0	0	0	31477	0	0	0	0	11549	17037	21549	0	0	0	0	1196	10610	0	0	f__DELTA;g__10;s__DELTA-10_SRR073438_s_6
DELTA-10_cs_ms_25_1	0	0	431	0	0	0	2793	0	0	0	0	2424	1311	3542	0	0	0	0	0	11279	0	0	f__DELTA;g__10;s__DELTA-10_cs_ms_25_1
DELTA-10_ERR844058_ms_4	0	0	101	0	0	0	7564	0	0	0	0	495	989	5321	0	0	0	0	356	9883	0	0	f__DELTA;g__10;s__DELTA-10_ERR844058_ms_4
DELTA-10_cs_ms_18_1	0	0	404	0	0	0	5174	0	0	0	0	813	1659	4322	0	0	0	0	503	15151	0	0	f__DELTA;g__10;s__DELTA-10_cs_ms_18_1
ALPHA-4_Fferm_ms_10	0	0	361	12841	0	2503	0	118	0	0	0	0	0	0	0	0	0	1375	362	0	0	0	f__ALPHA;g__4;s__ALPHA-4_Fferm_ms_10
ALPHA-3_ERR844018_ms_3	0	0	0	1796	0	0	0	0	0	0	900023	0	0	0	0	0	0	6023	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844018_ms_3
ALPHA-3_ERR844038_ms_3	0	0	0	983	0	0	0	0	0	0	481204	0	0	0	0	0	0	3857	0	0	0	0	f__ALPHA;g__3;s__ALPHA-3_ERR844038_ms_3
